Code,CourseCode,CourseName,Section,Week,StartTime,EndTime,Room,Instructor
2978b,MATH 1014,Calculus II,L07,We,1300,1350,"Rm 4619, Lift 31-32","LEE, Wing Lung"
2978c,MATH 1014,Calculus II,L07,Fr,1300,1350,"Rm 4619, Lift 31-32","LEE, Wing Lung"
2980a,MATH 1014,Calculus II,L08,Mo,1700,1750,"Rm 4619, Lift 31-32","CHOW, Kim Chiu"
2980b,MATH 1014,Calculus II,L08,We,1700,1750,"Rm 4619, Lift 31-32","CHOW, Kim Chiu"
2980c,MATH 1014,Calculus II,L08,Fr,1700,1750,"Rm 4619, Lift 31-32","CHOW, Kim Chiu"
2982a,MATH 1014,Calculus II,L09,Mo,1000,1050,"Rm 4619, Lift 31-32","WONG, Chiu Fai"
2982b,MATH 1014,Calculus II,L09,We,1000,1050,"Rm 4619, Lift 31-32","WONG, Chiu Fai"
2982c,MATH 1014,Calculus II,L09,Fr,1000,1050,"Rm 4619, Lift 31-32","WONG, Chiu Fai"
2984a,MATH 1014,Calculus II,L10,Mo,1100,1150,"Rm 4619, Lift 31-32","WONG, Chiu Fai"
2984b,MATH 1014,Calculus II,L10,We,1100,1150,"Rm 4619, Lift 31-32","WONG, Chiu Fai"
2984c,MATH 1014,Calculus II,L10,Fr,1100,1150,"Rm 4619, Lift 31-32","WONG, Chiu Fai"
2986a,MATH 1014,Calculus II,T01A,Th,0930,1020,"Rm 3588, Lift 27-28","LAM, Tsz Kin"
2988a,MATH 1014,Calculus II,T01B,Mo,0930,1020,"Rm 3584, Lift 27-28","LAM, Tsz Kin"
2989a,MATH 1014,Calculus II,T01C,Th,1030,1120,"Rm 3584, Lift 27-28","LAM, Tsz Kin"
2990a,MATH 1014,Calculus II,T01D,Tu,1730,1820,"G002, CYT Bldg","LAM, Tsz Kin"
2991a,MATH 1014,Calculus II,T02A,Tu,0930,1020,"G002, CYT Bldg","LAM, Tsz Kin"
2992a,MATH 1014,Calculus II,T02B,Tu,1700,1750,"Rm 5506, Lift 25-26","LAM, Tsz Kin"
2993a,MATH 1014,Calculus II,T02C,We,1630,1720,"G002, CYT Bldg","LAM, Tsz Kin"
2994a,MATH 1014,Calculus II,T02D,Tu,1330,1420,"G003, CYT Bldg","LAM, Tsz Kin"
2995a,MATH 1014,Calculus II,T03A,We,1200,1250,"G003, CYT Bldg","HO, Hon Ming"
2996a,MATH 1014,Calculus II,T03B,Mo,1630,1720,"Rm 2463, Lift 25-26","HO, Hon Ming"
2997a,MATH 1014,Calculus II,T03C,Th,0930,1020,"G003, CYT Bldg","HO, Hon Ming"
2998a,MATH 1014,Calculus II,T03D,We,0930,1020,"Rm 3584, Lift 27-28","HO, Hon Ming"
2999a,MATH 1014,Calculus II,T04A,Th,0930,1020,"G002, CYT Bldg","HO, Hon Ming"
3000a,MATH 1014,Calculus II,T04B,Mo,1200,1250,"G003, CYT Bldg","HO, Hon Ming"
3001a,MATH 1014,Calculus II,T04C,Tu,1630,1720,"G002, CYT Bldg","HO, Hon Ming"
3002a,MATH 1014,Calculus II,T04D,Mo,1700,1750,"Rm 5508, Lift 25-26","HO, Hon Ming"
3003a,MATH 1014,Calculus II,T05A,Mo,1030,1120,"Rm 5508, Lift 25-26","KU, Yin Bon"
3004a,MATH 1014,Calculus II,T05B,We,1630,1720,"Rm 3584, Lift 27-28","KU, Yin Bon"
3005a,MATH 1014,Calculus II,T05C,We,1700,1750,"Rm 5564, Lift 27-28","KU, Yin Bon"
3006a,MATH 1014,Calculus II,T05D,Tu,1800,1850,"Rm 5508, Lift 25-26","KU, Yin Bon"
3007a,MATH 1014,Calculus II,T06A,We,1230,1320,"Rm 5506, Lift 25-26","CHOW, Kim Chiu"
3008a,MATH 1014,Calculus II,T06B,Mo,1230,1320,"Rm 5506, Lift 25-26","CHOW, Kim Chiu"
3009a,MATH 1014,Calculus II,T06C,Mo,1330,1420,"Rm 3584, Lift 27-28","CHOW, Kim Chiu"
3010a,MATH 1014,Calculus II,T06D,We,1730,1820,"Rm 3584, Lift 27-28","CHOW, Kim Chiu"
3011a,MATH 1014,Calculus II,T07A,We,1630,1720,"Rm 3588, Lift 27-28","LEE, Wing Lung"
3012a,MATH 1014,Calculus II,T07B,Mo,0930,1020,"G002, CYT Bldg","LEE, Wing Lung"
3013a,MATH 1014,Calculus II,T07C,Tu,1630,1720,"G003, CYT Bldg","LEE, Wing Lung"
3014a,MATH 1014,Calculus II,T07D,Mo,1630,1720,"G003, CYT Bldg","LEE, Wing Lung"
3015a,MATH 1014,Calculus II,T08A,Fr,0930,1020,"Rm 3588, Lift 27-28","CHOW, Kim Chiu"
3016a,MATH 1014,Calculus II,T08B,Tu,1500,1550,"G003, CYT Bldg","CHOW, Kim Chiu"
3017a,MATH 1014,Calculus II,T08C,Tu,1400,1450,"G002, CYT Bldg","CHOW, Kim Chiu"
3018a,MATH 1014,Calculus II,T08D,Mo,1800,1850,"G003, CYT Bldg","CHOW, Kim Chiu"
3019a,MATH 1014,Calculus II,T09A,Th,1030,1120,"Rm 3588, Lift 27-28","WONG, Chiu Fai"
3020a,MATH 1014,Calculus II,T09B,We,1400,1450,"G002, CYT Bldg","WONG, Chiu Fai"
3021a,MATH 1014,Calculus II,T09C,Mo,1100,1150,"Rm 3588, Lift 27-28","WONG, Chiu Fai"
3022a,MATH 1014,Calculus II,T09D,Tu,1730,1820,"G003, CYT Bldg","WONG, Chiu Fai"
3023a,MATH 1014,Calculus II,T10A,We,0930,1020,"G002, CYT Bldg","WONG, Chiu Fai"
3024a,MATH 1014,Calculus II,T10B,Tu,1800,1850,"Rm 3584, Lift 27-28","WONG, Chiu Fai"
3025a,MATH 1014,Calculus II,T10C,Mo,1630,1720,"Rm 3584, Lift 27-28","WONG, Chiu Fai"
3026a,MATH 1014,Calculus II,T10D,We,1330,1420,"G003, CYT Bldg","WONG, Chiu Fai"
3027a,MATH 1024,Honors Calculus II,L1,Tu,1200,1320,"Rm 4620, Lift 31-32","YAN, Min"
3027b,MATH 1024,Honors Calculus II,L1,Th,1200,1320,"Rm 4620, Lift 31-32","YAN, Min"
3029a,MATH 1024,Honors Calculus II,T1A,Fr,1630,1720,"Rm 6602, Lift 31-32","YAN, Min"
3031a,MATH 1024,Honors Calculus II,T1B,Tu,1500,1550,"Rm 6573, Lift 29-30","YAN, Min"
3032a,MATH 2011,Introduction to Multivariable Calculus,L1,Mo,1630,1750,"Rm 2407, Lift 17-18","QIAN, Tiezheng"
3032b,MATH 2011,Introduction to Multivariable Calculus,L1,Fr,1200,1320,"Rm 2407, Lift 17-18","QIAN, Tiezheng"
3034a,MATH 2011,Introduction to Multivariable Calculus,L2,We,1330,1450,"Rm 2303, Lift 17-18","QIAN, Tiezheng"
3034b,MATH 2011,Introduction to Multivariable Calculus,L2,Fr,1330,1450,"Rm 2303, Lift 17-18","QIAN, Tiezheng"
3036a,MATH 2011,Introduction to Multivariable Calculus,T1A,We,1330,1420,"Rm 6602, Lift 31-32","QIAN, Tiezheng"
3038a,MATH 2011,Introduction to Multivariable Calculus,T1B,Th,1800,1850,"Rm 2302, Lift 17-18","QIAN, Tiezheng"
3039a,MATH 2011,Introduction to Multivariable Calculus,T2A,Fr,1200,1250,"Rm 4505, Lift 25-26","QIAN, Tiezheng"
3040a,MATH 2011,Introduction to Multivariable Calculus,T2B,Mo,1800,1850,"Rm 4504, Lift 25-26","QIAN, Tiezheng"
3041a,MATH 2023,Multivariable Calculus,L1,Tu,1200,1320,"G009B, CYT Bldg","MU, Mo"
3041b,MATH 2023,Multivariable Calculus,L1,Th,1200,1320,"G009B, CYT Bldg","MU, Mo"
3043a,MATH 2023,Multivariable Calculus,T1A,Tu,1900,1950,"Rm 3598, Lift 27-28","MU, Mo"
3045a,MATH 2023,Multivariable Calculus,T1B,Mo,1500,1550,"Rm 1511, Lift 27-28","MU, Mo"
3046a,MATH 2033,Mathematical Analysis,L1,Mo,0900,1020,Lecture Theater D,"LI, Kin Yin"
3046b,MATH 2033,Mathematical Analysis,L1,We,0900,1020,Lecture Theater D,"LI, Kin Yin"
3048a,MATH 2033,Mathematical Analysis,T1A,We,1700,1750,"Rm 2302, Lift 17-18","LI, Kin Yin"
3050a,MATH 2033,Mathematical Analysis,T1B,Tu,1100,1150,"Rm 1032, LSK Bldg","LI, Kin Yin"
3051a,MATH 2033,Mathematical Analysis,T1C,We,1330,1420,"Rm 1032, LSK Bldg","LI, Kin Yin"
3052a,MATH 2033,Mathematical Analysis,T1D,Tu,1330,1420,"Rm 2302, Lift 17-18","LI, Kin Yin"
3053a,MATH 2043,Honors Mathematical Analysis,L1,Mo,0900,1020,"Rm 6591, Lift 31-32","HU, Jishan"
3053b,MATH 2043,Honors Mathematical Analysis,L1,We,0900,1020,"Rm 6591, Lift 31-32","HU, Jishan"
3054a,MATH 2043,Honors Mathematical Analysis,T1A,Th,1900,1950,"Rm 4503, Lift 25-26","HU, Jishan"
3055a,MATH 2111,Matrix Algebra and Applications,L1,Mo,0930,1020,1505,"LEE, Wing Lung"
3055b,MATH 2111,Matrix Algebra and Applications,L1,We,0930,1020,1505,"LEE, Wing Lung"
3055c,MATH 2111,Matrix Algebra and Applications,L1,Fr,0930,1020,1505,"LEE, Wing Lung"
3057a,MATH 2111,Matrix Algebra and Applications,L2,We,1330,1450,"G009A, CYT Bldg","WONG, Ka Yue"
3057b,MATH 2111,Matrix Algebra and Applications,L2,Fr,1330,1450,"G009A, CYT Bldg","WONG, Ka Yue"
3059a,MATH 2111,Matrix Algebra and Applications,T1A,Mo,1800,1850,"Rm 1511, Lift 27-28","LEE, Wing Lung"
3061a,MATH 2111,Matrix Algebra and Applications,T1B,Fr,1800,1850,"Rm 2463, Lift 25-26","LEE, Wing Lung"
3062a,MATH 2111,Matrix Algebra and Applications,T2A,Th,1200,1250,"Rm 2302, Lift 17-18","WONG, Ka Yue"
3063a,MATH 2111,Matrix Algebra and Applications,T2B,Mo,0930,1020,"Rm 2463, Lift 25-26","WONG, Ka Yue"
3064a,MATH 2121,Linear Algebra,L1,Mo,1200,1320,"Rm 4505, Lift 25-26","MENG, Guowu"
3064b,MATH 2121,Linear Algebra,L1,We,1200,1320,"Rm 4505, Lift 25-26","MENG, Guowu"
3065a,MATH 2121,Linear Algebra,T1A,We,1700,1750,"Rm 4504, Lift 25-26","MENG, Guowu"
3066a,MATH 2343,Discrete Structures,L1,Tu,0900,1020,"Rm 6602, Lift 31-32","CHEN, Beifang"
3066b,MATH 2343,Discrete Structures,L1,Th,0900,1020,"Rm 6602, Lift 31-32","CHEN, Beifang"
3067a,MATH 2343,Discrete Structures,T1A,Mo,1330,1420,"Rm 1033, LSK Bldg","CHEN, Beifang"
3068a,MATH 2351,Introduction to Differential Equations,L1,We,1330,1450,"Rm 2504, Lift 25-26","MU, Mo"
3068b,MATH 2351,Introduction to Differential Equations,L1,Fr,1330,1450,"Rm 2504, Lift 25-26","MU, Mo"
3069a,MATH 2351,Introduction to Differential Equations,T1A,Mo,1630,1720,"Rm 4504, Lift 25-26","MU, Mo"
3070a,MATH 2352,Differential Equations,L1,Tu,1630,1750,1505,"WU, Lixin"
3070b,MATH 2352,Differential Equations,L1,Th,1630,1750,1505,"WU, Lixin"
3072a,MATH 2352,Differential Equations,T1A,Fr,1030,1120,"Rm 4505, Lift 25-26","WU, Lixin"
3074a,MATH 2352,Differential Equations,T1B,Tu,0930,1020,"Rm 2302, Lift 17-18","WU, Lixin"
3075a,MATH 2411,Applied Statistics,L1,We,1330,1450,"Rm 2464, Lift 25-26","YU, Chi Wai"
3075b,MATH 2411,Applied Statistics,L1,Fr,1330,1450,"Rm 2464, Lift 25-26","YU, Chi Wai"
3077a,MATH 2411,Applied Statistics,T1A,Tu,1800,1850,"Rm 3008, Lift 3-4","YU, Chi Wai"
3079a,MATH 2411,Applied Statistics,T1B,Mo,1700,1750,"Rm 2302, Lift 17-18","YU, Chi Wai"
3080a,MATH 2411,Applied Statistics,T1C,Mo,1630,1720,"Rm 3598, Lift 27-28","YU, Chi Wai"
3081a,MATH 2421,Probability,L1,Mo,1630,1750,"Rm 2464, Lift 25-26","YU, Chi Wai"
3081b,MATH 2421,Probability,L1,Fr,1200,1320,"Rm 2464, Lift 25-26","YU, Chi Wai"
3083a,MATH 2421,Probability,T1A,Fr,1800,1850,"Rm 2504, Lift 25-26","YU, Chi Wai"
3085a,MATH 2421,Probability,T1B,Fr,1030,1120,"Rm 3598, Lift 27-28","YU, Chi Wai"
3086a,MATH 2421,Probability,T1C,Mo,1500,1550,"Rm 3598, Lift 27-28","YU, Chi Wai"
3087a,MATH 2511,Fundamentals of Actuarial Mathematics,L1,Tu,1030,1150,"Rm 6591, Lift 31-32","LEUNG, Kwai Sun"
3087b,MATH 2511,Fundamentals of Actuarial Mathematics,L1,Th,1030,1150,"Rm 6591, Lift 31-32","LEUNG, Kwai Sun"
3088a,MATH 2511,Fundamentals of Actuarial Mathematics,T1A,Th,1200,1250,"Rm 1033, LSK Bldg","LEUNG, Kwai Sun"
3713a,MATH 2511,Fundamentals of Actuarial Mathematics,T1B,Tu,1200,1250,"Rm 1511, Lift 27-28","LEUNG, Kwai Sun"
3089a,MATH 2741,Geometric Constructions,L1,Mo,1030,1150,Rm 3209A,"KU, Yin Bon"
3089b,MATH 2741,Geometric Constructions,L1,We,1030,1150,Rm 3209A,"KU, Yin Bon"
3090a,MATH 3131,Honors in Linear and Abstract Algebra II,L1,Tu,1330,1450,"Rm 3588, Lift 27-28","LAI, King Fai"
3090b,MATH 3131,Honors in Linear and Abstract Algebra II,L1,Th,1330,1450,"Rm 3588, Lift 27-28","LAI, King Fai"
3091a,MATH 3131,Honors in Linear and Abstract Algebra II,T1A,Mo,1630,1720,"Rm 5506, Lift 25-26","LAI, King Fai"
3092a,MATH 3343,Combinatorial Analysis,L1,Tu,1200,1320,"Rm 6591, Lift 31-32","CHEN, Beifang"
3092b,MATH 3343,Combinatorial Analysis,L1,Th,1200,1320,"Rm 6591, Lift 31-32","CHEN, Beifang"
3093a,MATH 3424,Regression Analysis,L1,Tu,1630,1750,"Rm 4505, Lift 25-26","WONG, Man Yu"
3093b,MATH 3424,Regression Analysis,L1,Th,1630,1750,"Rm 4505, Lift 25-26","WONG, Man Yu"
3094a,MATH 3424,Regression Analysis,T1A,Mo,1500,1550,"Rm 6591, Lift 31-32","WONG, Man Yu"
3095a,MATH 3425,Stochastic Modeling,L1,Mo,1330,1450,"Rm 2503, Lift 25-26","CHEN, Kani"
3095b,MATH 3425,Stochastic Modeling,L1,Fr,0900,1020,"Rm 2503, Lift 25-26","CHEN, Kani"
3096a,MATH 4023,Complex Analysis,L1,Mo,0900,0950,"Rm 4619, Lift 31-32","CHING, Avery"
3096b,MATH 4023,Complex Analysis,L1,We,0900,0950,"Rm 4619, Lift 31-32","CHING, Avery"
3096c,MATH 4023,Complex Analysis,L1,Fr,0900,0950,"Rm 4619, Lift 31-32","CHING, Avery"
3098a,MATH 4023,Complex Analysis,T1A,Mo,1730,1820,"Rm 1033, LSK Bldg","CHING, Avery"
3100a,MATH 4023,Complex Analysis,T1B,We,1330,1420,"Rm 2503, Lift 25-26","CHING, Avery"
3101a,MATH 4033,Calculus on Manifolds,L1,Tu,0900,1020,"Rm 2504, Lift 25-26","YAN, Min"
3101b,MATH 4033,Calculus on Manifolds,L1,Th,0900,1020,"Rm 2504, Lift 25-26","YAN, Min"
3102a,MATH 4033,Calculus on Manifolds,T1A,We,2000,2050,"Rm 2465, Lift 25-26","YAN, Min"
3103a,MATH 4051,Theory of Ordinary Differential Equations,L1,Mo,1330,1450,"Rm 4505, Lift 25-26","HU, Jishan"
3103b,MATH 4051,Theory of Ordinary Differential Equations,L1,Fr,0900,1020,"Rm 4505, Lift 25-26","HU, Jishan"
3104a,MATH 4063,Functional Analysis,L1,We,1800,1920,"Rm 2465, Lift 25-26","LI, Kin Yin"
3104b,MATH 4063,Functional Analysis,L1,Fr,1800,1920,"Rm 2465, Lift 25-26","LI, Kin Yin"
3106a,MATH 4225,Topology,L1,Tu,1030,1150,"Rm 2463, Lift 25-26","LAI, King Fai"
3106b,MATH 4225,Topology,L1,Th,1030,1150,"Rm 2463, Lift 25-26","LAI, King Fai"
3107a,MATH 4225,Topology,T1A,Tu,1800,1850,"Rm 3598, Lift 27-28","LAI, King Fai"
3108a,MATH 4321,Game Theory,L1,Tu,1630,1750,"Rm 3008, Lift 3-4","KWOK, Yue Kuen"
3108b,MATH 4321,Game Theory,L1,Th,1630,1750,"Rm 3008, Lift 3-4","KWOK, Yue Kuen"
3109a,MATH 4335,Introduction to Optimization,L1,Tu,1200,1320,"Rm 4504, Lift 25-26","XIANG, Yang"
3109b,MATH 4335,Introduction to Optimization,L1,Th,1200,1320,"Rm 4504, Lift 25-26","XIANG, Yang"
3110a,MATH 4351,Numerical Solutions of Partial Differential Equations,L1,Tu,1630,1750,"Rm 2463, Lift 25-26","XU, Kun"
3110b,MATH 4351,Numerical Solutions of Partial Differential Equations,L1,Th,1630,1750,"Rm 2463, Lift 25-26","XU, Kun"
3111a,MATH 4425,Introductory Time Series,L1,Mo,1030,1150,"Rm 6602, Lift 31-32","LING, Shiqing"
3111b,MATH 4425,Introductory Time Series,L1,We,1030,1150,"Rm 6602, Lift 31-32","LING, Shiqing"
3112a,MATH 4426,Survival Analysis,L1,Tu,1330,1450,"Rm 4502, Lift 25-26","LEUNG, Kwai Sun"
3112b,MATH 4426,Survival Analysis,L1,Th,1330,1450,"Rm 4502, Lift 25-26","LEUNG, Kwai Sun"
3113a,MATH 4512,Fundamentals of Mathematical Finance,L1,Tu,1200,1320,1505,"KWOK, Yue Kuen"
3113b,MATH 4512,Fundamentals of Mathematical Finance,L1,Th,1200,1320,1505,"KWOK, Yue Kuen"
3115a,MATH 4512,Fundamentals of Mathematical Finance,T1A,We,1800,1850,"Rm 2503, Lift 25-26","KWOK, Yue Kuen"
3117a,MATH 4512,Fundamentals of Mathematical Finance,T1B,We,1700,1750,"Rm 3006, Lift 3-4","KWOK, Yue Kuen"
3118a,MATH 4513,Life Contingencies Models and Insurance Risk,L1,Tu,0900,1020,Lecture Theater K,"PENG, Xianhua"
3118b,MATH 4513,Life Contingencies Models and Insurance Risk,L1,Th,0900,1020,Lecture Theater K,"PENG, Xianhua"
3119a,MATH 4513,Life Contingencies Models and Insurance Risk,T1A,Tu,1800,1850,"G007, LSK Bldg","PENG, Xianhua"
3120a,MATH 4821A,Spectral Graph Theory,L1,Mo,1230,1320,"Rm 1027, LSK Bldg","WONG, Chiu Fai"
3120b,MATH 4821A,Spectral Graph Theory,L1,We,1230,1320,"Rm 1027, LSK Bldg","WONG, Chiu Fai"
3120c,MATH 4821A,Spectral Graph Theory,L1,Fr,1230,1320,"Rm 1027, LSK Bldg","WONG, Chiu Fai"
3641a,MATH 4822E,Fourier Analysis and Applications,L1,Mo,1500,1620,"Rm 2463, Lift 25-26","CHIANG, Yik Man"
3641b,MATH 4822E,Fourier Analysis and Applications,L1,Fr,1030,1150,"Rm 2463, Lift 25-26","CHIANG, Yik Man"
1342a,MATH 5143,Introduction to Lie Algebras,L1,Mo,1100,1220,"Rm 5506, Lift 25-26","ZHU, Yongchang"
1342b,MATH 5143,Introduction to Lie Algebras,L1,We,1100,1220,"Rm 5506, Lift 25-26","ZHU, Yongchang"
1343a,MATH 5240,Algebraic Topology,L1,Th,1500,1750,"Rm 3588, Lift 27-28","CHANG, Huai-Liang"
1344a,MATH 5261,Algebraic Geometry II,L1,Th,0930,1220,"Rm 5506, Lift 25-26","LI, Weiping"
1345a,MATH 5312,Advanced Numerical Methods II,L1,Tu,1630,1750,"Rm 5508, Lift 25-26","WANG, Xiaoping"
1345b,MATH 5312,Advanced Numerical Methods II,L1,Th,1630,1750,"Rm 5508, Lift 25-26","WANG, Xiaoping"
1346a,MATH 5352,Mathematical Methods in Science and Engineering II,L1,Tu,1330,1450,"Rm 5508, Lift 25-26","XIANG, Yang"
1346b,MATH 5352,Mathematical Methods in Science and Engineering II,L1,Th,1330,1450,"Rm 5508, Lift 25-26","XIANG, Yang"
1347a,MATH 5432,Advanced Mathematical Statistics II,L1,Tu,1030,1150,"Rm 1027, LSK Bldg","JING, Bing-yi"
1347b,MATH 5432,Advanced Mathematical Statistics II,L1,Th,1030,1150,"Rm 1027, LSK Bldg","JING, Bing-yi"
1351a,MATH 6170B,Introduction to Algebraic Number Theory,L1,Mo,0930,1050,"Rm 5506, Lift 25-26","XIONG, Maosheng"
1351b,MATH 6170B,Introduction to Algebraic Number Theory,L1,We,0930,1050,"Rm 5506, Lift 25-26","XIONG, Maosheng"
1353a,MATH 6380F,Numerical Methods for Moving Interface Problems,L1,Mo,1500,1750,"Rm 5565, Lift 27-28","LEUNG, Shing Yu"
1354a,MATH 6380G,Stochastic Modelling of Biological Processes,L1,Mo,1330,1450,"Rm 5506, Lift 25-26","ZHU, Yichao"
1354b,MATH 6380G,Stochastic Modelling of Biological Processes,L1,We,1330,1450,"Rm 5506, Lift 25-26","ZHU, Yichao"
1355a,MATH 6385C,Theoretical and Numerical Study of Non-equilibrium Flows,L1,We,1800,2050,"Rm 5564, Lift 27-28","XU, Kun"
3582a,MATH 6450A,Statistical Machine Learning,L1,Tu,1500,1620,"Rm 3006, Lift 3-4","JING, Bing-yi"
3582b,MATH 6450A,Statistical Machine Learning,L1,Th,1500,1620,"Rm 3006, Lift 3-4","JING, Bing-yi"
3128a,MECH 1102,Fundamentals of Aeronautical Engineering - Solid Mechanics,L1,We,1200,1250,"Rm 1026, LSK Bldg","BAUCHAU, Olivier"
3129a,MECH 1103,Fundamentals of Aeronautical Engineering - Thermodynamics,L1,Fr,1500,1550,"Rm 5486, Lift 25-26","LI, Larry"
3130a,MECH 1901,Automotive Engineering,L1,We,1500,1620,"Rm 3008, Lift 3-4","TANG, Kai"
3132a,MECH 1901,Automotive Engineering,LA1,We,1200,1320,"Rm 4225C, Lift 23, 24","TANG, Kai"
3134a,MECH 1901,Automotive Engineering,LA2,Mo,1330,1450,"Rm 4225C, Lift 23, 24","TANG, Kai"
3135a,MECH 1902,Energy Systems in a Sustainable World,L1,Tu,1030,1150,Lecture Theater D,"CIUCCI, Francesco"
3135b,MECH 1902,Energy Systems in a Sustainable World,L1,Th,1030,1150,Lecture Theater D,"CIUCCI, Francesco"
3136a,MECH 2310,Thermodynamics,L1,Mo,1630,1750,Lecture Theater D,"HUANG, Baoling"
3136b,MECH 2310,Thermodynamics,L1,Fr,1200,1320,Lecture Theater D,"HUANG, Baoling"
3137a,MECH 2310,Thermodynamics,T1,Tu,1800,1850,"G012, LSK Bldg","HUANG, Baoling"
3138a,MECH 2410,Engineering Materials I,L1,Tu,1330,1450,Lecture Theater D,"KWAN, Charles Chi-Fong"
3138b,MECH 2410,Engineering Materials I,L1,Th,1330,1450,Lecture Theater D,"KWAN, Charles Chi-Fong"
3143a,MECH 2410,Engineering Materials I,T1,We,0930,1020,"Rm 2302, Lift 17-18","KWAN, Charles Chi-Fong"
3145a,MECH 2410,Engineering Materials I,T2,Mo,0930,1020,"Rm 2306, Lift 17-18","KWAN, Charles Chi-Fong"
3140a,MECH 2410,Engineering Materials I,LA1,Tu,0900,1020,"Rm 2136, Lift 22","KWAN, Charles Chi-Fong"
3142a,MECH 2410,Engineering Materials I,LA2,Fr,1500,1620,"Rm 2136, Lift 22","KWAN, Charles Chi-Fong"
3146a,MECH 2520,Design and Manufacturing I,L1,Mo,1100,1250,Lecture Theater J,"YUEN, Matthew Ming Fai"
3146b,MECH 2520,Design and Manufacturing I,L1,We,1100,1150,Lecture Theater J,"YUEN, Matthew Ming Fai"
3562a,MECH 2520,Design and Manufacturing I,T1,We,1200,1250,Lecture Theater J,"YUEN, Matthew Ming Fai"
3148a,MECH 2520,Design and Manufacturing I,LA1,Mo,0900,1050,"Rm 4225C, Lift 23, 24","YUEN, Matthew Ming Fai"
3150a,MECH 2520,Design and Manufacturing I,LA2,Tu,0900,1050,"Rm 4225C, Lift 23, 24","YUEN, Matthew Ming Fai"
3151a,MECH 2520,Design and Manufacturing I,LA3,We,0900,1050,"Rm 4225C, Lift 23, 24","YUEN, Matthew Ming Fai"
3152a,MECH 2520,Design and Manufacturing I,LA4,Th,0900,1050,"Rm 4225C, Lift 23, 24","YUEN, Matthew Ming Fai"
3153a,MECH 2520,Design and Manufacturing I,LA5,Fr,0900,1050,"Rm 4225C, Lift 23, 24","YUEN, Matthew Ming Fai"
3154a,MECH 2907,Mechatronic Design and Prototyping,L1,Tu,0900,1050,"G012, LSK Bldg","MA, Lok Wang"
3156a,MECH 3020,Solid Mechanics II,L1,Tu,1330,1450,"Rm 6602, Lift 31-32","MA, Lok Wang"
3156b,MECH 3020,Solid Mechanics II,L1,Th,1330,1450,"Rm 6602, Lift 31-32","MA, Lok Wang"
3157a,MECH 3020,Solid Mechanics II,T1,Tu,1630,1720,"Rm 4502, Lift 25-26","MA, Lok Wang"
3158a,MECH 3030,Mechanisms of Machinery,L1,Tu,1200,1320,"G010, CYT Bldg","LEE, Yi-Kuen"
3158b,MECH 3030,Mechanisms of Machinery,L1,Th,1200,1320,"G010, CYT Bldg","LEE, Yi-Kuen"
3160a,MECH 3030,Mechanisms of Machinery,L2,Tu,1500,1620,"G010, CYT Bldg","LEE, Yi-Kuen"
3160b,MECH 3030,Mechanisms of Machinery,L2,Th,1500,1620,"G010, CYT Bldg","LEE, Yi-Kuen"
3162a,MECH 3030,Mechanisms of Machinery,LA1A,Mo,1100,1150,"Rm 4402, Lift 17-18","LEE, Yi-Kuen"
3164a,MECH 3030,Mechanisms of Machinery,LA1B,Mo,1200,1250,"Rm 4402, Lift 17-18","LEE, Yi-Kuen"
3165a,MECH 3030,Mechanisms of Machinery,LA1C,We,1100,1150,"Rm 4402, Lift 17-18","LEE, Yi-Kuen"
3166a,MECH 3030,Mechanisms of Machinery,LA1D,Fr,1100,1150,"Rm 4402, Lift 17-18","LEE, Yi-Kuen"
3167a,MECH 3030,Mechanisms of Machinery,LA2A,Tu,1100,1150,"Rm 4402, Lift 17-18","LEE, Yi-Kuen"
3168a,MECH 3030,Mechanisms of Machinery,LA2B,Th,1100,1150,"Rm 4402, Lift 17-18","LEE, Yi-Kuen"
3169a,MECH 3030,Mechanisms of Machinery,LA2C,Fr,1700,1750,"Rm 4402, Lift 17-18","LEE, Yi-Kuen"
3170a,MECH 3030,Mechanisms of Machinery,LA2D,Th,1700,1750,"Rm 4402, Lift 17-18","LEE, Yi-Kuen"
3171a,MECH 3310,Heat Transfer,L1,We,1630,1750,Lecture Theater J,"YAO, Shuhuai"
3171b,MECH 3310,Heat Transfer,L1,Fr,1630,1750,Lecture Theater J,"YAO, Shuhuai"
3172a,MECH 3310,Heat Transfer,T1,Mo,1300,1350,Lecture Theater D,"YAO, Shuhuai"
3173a,MECH 3610,Control Principles,L1,We,1500,1620,Lecture Theater J,"CAI, Lilong"
3173b,MECH 3610,Control Principles,L1,Fr,1500,1620,Lecture Theater J,"CAI, Lilong"
3175a,MECH 3610,Control Principles,T1,Mo,1800,1850,Lecture Theater D,"CAI, Lilong"
3176a,MECH 3630,Electrical Technology,L1,We,1330,1450,Lecture Theater D,"GAO, Yongsheng"
3176b,MECH 3630,Electrical Technology,L1,Fr,1330,1450,Lecture Theater D,"GAO, Yongsheng"
3178a,MECH 3630,Electrical Technology,T1,Fr,1800,1850,Lecture Theater D,"GAO, Yongsheng"
3177a,MECH 3630,Electrical Technology,LA1,Mo,1400,1450,"Rm 2136, Lift 22","GAO, Yongsheng"
3179a,MECH 3830,Laboratory,L1,Th,0900,1050,"G012, LSK Bldg","QIU, Huihe"
3189a,MECH 3830,Laboratory,T1,We,1830,1950,"G012, LSK Bldg","QIU, Huihe"
